,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
security,F11903M Index,I00103M Index,I00703M Index,I01103M Index,I01303M Index,I01803M Index,I02103M Index,I02203M Index,I02503M Index,I04903M Index,I07803M Index,I11203M Index,I16503M Index,I17303M Index,I21703M Index,I25103M Index,I26903M Index,I35103M Index
date,,,,,,,,,,,,,,,,,,
2012-09-26,4.411,3.282,0.988,0.109,0.021,0.102,1.024,0.34,0.106,2.496,1.713,0.841,6.31,2.926,4.869,4.332,0.438,5.4569
2012-09-27,4.412,3.281,0.983,0.116,0.023,0.105,1.012,0.34,0.091,2.495,1.742,0.821,6.35,2.891,4.873,4.347,0.423,5.4083
2012-09-28,4.409,3.282,0.975,0.082,0.023,0.102,1.021,0.322,0.097,2.495,1.731,0.821,6.3,2.966,4.867,4.347,0.38,5.3452
2012-10-01,4.4,3.267,0.971,0.113,0.024,0.102,0.946,0.337,0.089,2.495,1.741,0.74,6.33,1.839,4.827,4.418,0.425,5.2317
2012-10-02,4.373,3.216,0.961,0.109,0.011,0.102,0.943,0.324,0.091,2.495,1.726,0.74,6.33,2.951,4.801,4.337,0.419,5.2564
2012-10-03,4.378,3.198,0.96,0.097,0.02,0.104,0.637,0.323,0.091,2.495,1.725,0.73,6.33,2.991,4.8,4.372,0.405,5.3143
2012-10-04,4.382,3.206,0.958,0.097,0.021,0.104,0.69,0.322,0.107,2.495,1.756,0.72,6.33,2.933,4.778,4.406,0.415,5.3072
2012-10-05,4.384,3.133,0.969,0.134,0.021,0.095,0.929,0.324,0.102,2.495,1.753,0.71,6.33,2.964,4.765,4.363,0.409,5.2849
2012-10-08,4.384,3.119,1.016,0.104,0.011,0.095,0.927,0.329,0.103,2.495,1.712,0.71,6.32,2.966,4.793,4.402,0.404,5.3456
2012-10-09,4.386,3.118,0.975,0.104,0.021,0.105,0.918,0.328,0.104,2.495,1.722,0.71,6.33,2.953,4.831,4.366,0.4,5.3729
2012-10-10,4.334,3.107,0.974,0.109,0.021,0.102,0.992,0.331,0.102,2.495,1.749,0.71,6.33,2.935,4.879,4.366,0.402,5.2962
2012-10-11,4.318,3.105,0.973,0.108,0.021,0.105,0.928,0.335,0.102,2.495,1.76,0.71,6.27,2.913,4.868,4.377,0.406,5.3235
2012-10-12,4.218,3.106,0.981,0.079,0.022,0.103,0.932,0.334,0.102,2.495,1.765,0.71,6.16,2.945,4.858,4.346,0.387,5.365
2012-10-15,4.188,3.106,1.013,0.1,0.012,0.102,0.913,0.361,0.114,2.495,1.825,0.71,6.13,3.007,4.81,4.377,0.421,5.365
2012-10-16,4.209,3.125,0.967,0.137,0.012,0.103,0.909,0.252,0.112,2.465,1.805,0.71,6.11,3.008,4.867,4.443,0.427,5.3006
2012-10-17,4.134,3.124,0.975,0.019,0.012,0.103,0.968,0.259,0.112,2.465,1.797,0.71,6.08,2.98,4.873,4.438,0.429,5.1644
2012-10-18,4.134,3.114,0.974,0.031,0.04,0.105,0.911,0.269,0.102,2.465,1.764,0.71,6.03,2.99,4.868,4.438,0.421,5.2297
2012-10-19,4.106,3.112,0.967,0.031,0.04,0.103,0.897,0.334,0.097,2.465,1.774,0.71,6.03,3.11,4.833,4.438,0.409,5.2406
2012-10-22,4.206,3.088,0.971,0.057,0.012,0.102,0.585,0.329,0.109,2.465,1.764,0.7,6.03,3.119,4.837,4.392,0.427,5.2703
2012-10-23,4.267,3.091,0.986,0.037,0.021,0.102,0.616,0.324,0.101,2.465,1.775,0.71,6.03,3.037,4.849,4.346,0.419,5.2613
2012-10-24,4.271,3.089,0.998,0.008,0.021,0.103,1.002,0.324,0.112,2.465,1.763,0.7,6.02,3.115,4.819,4.448,0.409,5.3316
2012-10-25,4.276,3.096,0.997,0.013,0.011,0.106,0.586,0.311,0.117,2.465,1.755,0.7,6.01,3.087,4.854,4.479,0.412,5.2829
2012-10-26,4.26,3.067,0.996,0.137,0.02,0.114,0.58,0.314,0.117,2.465,1.742,0.7,6.02,3.054,4.832,4.489,0.375,5.2963
2012-10-29,4.275,3.053,0.989,0.088,0.011,0.115,1.064,0.312,0.119,2.465,1.746,0.7,6.06,3.171,4.893,4.525,0.396,5.3225
2012-10-30,4.146,3.087,0.992,0.112,0.02,0.116,0.595,0.316,0.122,2.465,1.721,0.7,6.04,3.232,4.895,4.452,0.398,5.193
2012-10-31,4.116,3.052,0.99,0.11,0.02,0.103,0.612,0.328,0.117,2.465,1.692,0.69,6.05,3.179,4.925,4.454,0.401,5.1823
2012-11-01,4.124,3.057,0.993,0.091,0.021,0.103,0.635,0.31,0.097,2.465,1.686,0.7,6.05,2.763,4.883,4.454,0.392,5.1823
2012-11-02,4.074,3.048,0.993,0.071,0.01,0.103,0.634,0.31,0.097,2.465,1.676,0.58,6.05,2.805,4.892,4.346,0.368,24.8995
2012-11-05,4.066,3.072,0.99,0.031,0.021,0.102,1.049,0.312,0.104,2.465,1.689,0.56,5.98,2.793,4.841,4.445,0.361,5.2641
2012-11-06,4.093,3.151,0.981,0.034,0.021,0.102,0.594,0.312,0.107,2.465,1.661,0.55,5.98,2.794,4.874,4.454,0.366,5.3897
2012-11-07,4.026,3.148,0.991,0.001,0.021,0.103,0.662,0.311,0.102,2.465,1.638,0.54,5.98,2.795,4.878,4.454,0.352,5.3825
2012-11-08,4.031,3.14,0.982,0.007,0.021,0.105,0.615,0.318,0.097,2.465,1.646,0.54,5.98,2.713,4.862,4.433,0.328,5.4271
2012-11-09,3.961,3.152,0.981,0.161,0.022,0.102,0.597,0.317,0.097,2.465,1.626,0.54,5.98,2.807,4.924,4.51,0.344,5.3002
2012-11-12,3.986,3.1,1.023,0.154,0.023,0.102,1.043,0.313,0.099,2.465,1.647,0.53,5.98,2.812,4.873,4.346,0.338,5.3888
2012-11-13,3.986,3.07,0.98,0.15,0.02,0.102,1.053,0.312,0.109,2.465,1.67,0.53,5.98,2.803,4.913,4.437,0.336,5.3805
2012-11-14,3.947,3.062,0.978,0.147,0.02,0.103,1.042,0.308,0.106,2.465,1.709,0.53,5.98,2.803,4.933,4.438,0.337,5.2786
2012-11-15,3.957,3.082,0.977,0.135,0.021,0.103,1.075,0.307,0.081,2.465,1.724,0.53,5.98,2.713,5.027,4.448,0.337,5.3565
2012-11-16,3.95,3.085,0.973,0.127,0.021,0.102,1.036,0.305,0.082,2.465,1.71,0.52,5.98,2.806,5.056,4.54,0.342,5.2377
2012-11-19,3.95,3.086,1.006,0.139,0.021,0.102,1.011,0.304,0.093,2.465,1.715,0.52,5.98,2.78,5.102,4.346,0.338,5.2805
2012-11-20,3.957,3.075,0.965,0.158,0.021,0.102,1.031,0.308,0.091,2.465,1.74,0.52,5.93,2.785,5.065,4.428,0.352,5.3196
2012-11-21,3.95,3.031,0.98,0.138,0.021,0.106,1.042,0.308,0.096,2.465,1.737,0.52,5.93,2.791,5.197,4.429,0.355,5.3593
2012-11-22,3.95,3.035,0.963,0.135,0.046,0.118,0.599,0.312,0.096,2.465,1.801,0.52,5.93,2.694,5.188,4.429,0.357,5.4373
2012-11-23,3.933,3.06,0.962,0.134,0.036,0.119,1.056,0.311,0.092,2.465,1.835,0.52,5.93,2.819,5.093,4.501,0.359,5.4211
2012-11-26,3.884,3.053,0.993,0.109,0.031,0.101,1.036,0.317,0.104,2.465,1.696,0.52,5.96,2.784,5.066,4.473,0.347,5.4142
2012-11-27,3.838,3.01,0.96,0.128,0.011,0.102,1.048,0.316,0.096,2.465,1.728,0.52,5.98,2.818,4.999,4.387,0.351,5.4126
2012-11-28,3.78,3.017,0.958,0.078,0.011,0.104,1.034,0.317,0.101,2.465,1.707,0.52,5.95,2.773,4.939,4.408,0.346,5.353
2012-11-29,3.768,3.057,0.961,0.094,0.011,0.103,1.022,0.32,0.086,2.465,1.726,0.511,5.93,2.696,4.926,4.378,0.352,5.5414
2012-11-30,3.672,3.038,0.96,0.099,0.011,0.104,1.04,0.319,0.082,2.465,1.747,0.513,5.879,2.894,4.917,4.402,0.357,5.5243
2012-12-03,3.674,3.005,0.963,0.13,0.011,0.101,1.037,0.321,0.086,2.466,1.726,0.512,5.9,2.825,4.893,4.4,0.354,5.4738
2012-12-04,3.645,2.93,0.973,0.112,0.011,0.102,1.05,0.32,0.096,2.466,1.738,0.512,5.9,2.764,4.869,4.336,0.342,5.5186
2012-12-05,3.623,2.966,0.954,0.074,0.011,0.104,1.006,0.321,0.091,2.464,1.715,0.512,5.88,2.763,4.877,4.352,0.332,5.4571
2012-12-06,3.599,2.983,0.948,0.028,0.005,0.106,1.007,0.324,0.096,2.466,1.73,0.512,5.8,2.765,4.82,4.339,0.309,5.5563
2012-12-07,3.538,2.954,0.958,0.005,0.005,0.114,1.014,0.29,0.087,2.466,1.73,0.512,5.73,2.761,4.876,4.346,0.3,5.6313
2012-12-10,3.479,2.963,0.958,0.016,0.011,0.115,1.024,0.341,0.077,2.467,1.712,0.512,5.73,2.769,4.876,4.304,0.285,5.6902
2012-12-11,3.508,2.955,0.96,0.035,0.02,0.103,1.012,0.325,0.059,2.466,1.714,0.512,5.53,2.768,4.952,4.304,0.287,5.6396
2012-12-12,3.502,2.96,0.958,0.052,0.02,0.104,1.023,0.321,0.071,2.465,1.696,0.512,5.53,2.797,4.964,4.349,0.296,5.6981
2012-12-13,3.531,2.97,0.961,0.066,0.021,0.106,0.672,0.321,0.061,2.466,1.804,0.503,5.53,2.772,4.883,4.247,0.291,5.7417
2012-12-14,3.534,2.98,0.96,0.091,0.021,0.111,0.734,0.288,0.031,2.526,2.005,0.502,5.56,2.773,4.845,4.248,0.272,5.6005
2012-12-17,3.523,2.973,0.964,0.131,0.021,0.113,0.793,0.321,0.043,2.509,1.675,0.502,5.53,2.776,4.835,4.295,0.31,5.4446
2012-12-18,3.492,2.968,0.958,0.15,0.021,0.1,0.668,0.32,0.056,2.508,1.536,0.502,5.56,2.782,4.805,4.162,0.301,5.4078
2012-12-19,3.428,2.972,0.954,0.145,0.021,0.104,0.696,0.284,0.056,2.494,1.482,0.502,5.52,2.807,4.797,4.349,0.315,5.2863
2012-12-20,3.349,2.966,0.93,0.141,0.021,0.107,0.66,0.278,0.056,2.494,1.576,0.503,5.41,2.787,4.77,4.154,0.306,5.2417
2012-12-21,3.301,2.971,0.928,0.108,0.024,0.106,0.954,0.288,0.062,2.505,1.596,0.502,5.41,2.786,4.715,4.152,0.32,5.2593
2012-12-24,3.306,2.967,0.958,0.108,0.068,0.107,0.952,0.336,0.058,2.458,1.545,0.502,5.41,2.788,4.666,4.296,0.319,5.1301
2012-12-25,3.306,2.966,0.953,0.108,0.067,0.104,0.675,0.337,0.064,2.53,1.545,0.502,5.41,2.826,4.623,4.296,0.319,5.1328
2012-12-26,3.306,2.959,0.95,0.108,0.067,0.104,0.673,0.337,0.085,2.474,1.545,0.502,5.41,2.792,4.517,4.301,0.319,5.099
2012-12-27,3.247,2.961,0.929,0.077,0.044,0.107,0.951,0.337,0.076,2.436,1.614,0.502,5.329,2.797,4.506,4.282,0.316,5.2638
2012-12-28,3.25,2.96,0.932,0.083,0.045,0.11,0.962,0.341,0.011,2.494,1.615,0.502,5.329,2.796,4.463,4.237,0.302,5.2415
2012-12-31,3.199,2.956,0.933,0.083,0.03,0.111,0.658,0.347,0.049,2.563,1.508,0.502,5.329,2.824,4.375,4.285,0.326,5.4588
2013-01-01,3.199,2.938,0.955,0.083,0.03,0.111,0.657,0.335,0.05,2.555,1.508,0.502,5.329,3.15,4.47,4.282,0.324,
2013-01-02,3.05,2.951,0.932,0.016,0.022,0.111,0.949,0.347,0.064,2.569,1.585,0.502,5.349,2.812,4.57,4.304,0.331,5.1242
2013-01-03,3.132,2.959,0.919,0.205,0.023,0.097,0.984,0.354,0.071,2.624,1.617,0.502,5.359,2.792,4.416,4.314,0.329,5.4733
2013-01-04,3.165,2.958,0.924,0.246,0.023,0.105,0.899,0.346,0.072,2.627,1.671,0.502,5.359,2.781,4.437,4.34,0.34,5.168
2013-01-07,3.131,2.958,0.915,0.241,0.023,0.106,0.963,0.361,0.073,2.567,1.655,0.502,5.28,2.793,4.365,4.344,0.354,5.1893
2013-01-08,3.062,2.953,0.917,0.223,0.023,0.103,0.974,0.337,0.066,2.534,1.653,0.502,5.399,2.794,4.401,4.359,0.348,5.229
2013-01-09,3.166,2.953,0.915,0.201,0.02,0.115,0.94,0.341,0.061,2.531,1.687,0.502,5.428,2.822,4.397,4.359,0.338,5.1623
2013-01-10,3.232,2.963,0.921,0.263,0.041,0.106,0.958,0.353,0.066,2.567,1.731,0.502,5.428,2.776,4.382,4.358,0.368,5.0783
2013-01-11,3.324,2.933,0.92,0.313,0.042,0.09,0.957,0.323,0.071,2.554,1.734,0.502,5.429,2.812,4.366,4.349,0.381,5.1932
2013-01-14,3.324,2.941,0.954,0.319,0.022,0.09,0.968,0.329,0.072,2.493,1.72,0.502,5.478,2.85,4.305,4.349,0.372,5.0507
2013-01-15,3.345,2.934,0.918,0.311,0.023,0.107,0.958,0.334,0.086,2.487,1.719,0.502,5.399,2.836,4.292,4.362,0.396,5.1044
2013-01-16,3.361,2.934,0.917,0.318,0.043,0.109,0.952,0.339,0.076,2.473,1.691,0.502,5.399,2.861,4.279,4.349,0.397,5.159
2013-01-17,3.322,2.928,0.917,0.393,0.047,0.103,0.943,0.353,0.081,2.479,1.718,0.502,5.399,2.845,4.326,4.348,0.459,5.1818
2013-01-18,3.302,2.93,0.916,0.399,0.048,0.106,0.953,0.32,0.076,2.505,1.708,0.502,5.36,2.865,4.304,4.336,0.453,5.1649
2013-01-21,3.293,2.927,0.95,0.448,0.047,0.106,0.759,0.317,0.082,2.498,1.74,0.502,5.34,2.893,4.247,4.349,0.443,5.1872
2013-01-22,3.271,2.92,0.918,0.434,0.02,0.108,0.907,0.337,0.073,2.519,1.745,0.502,5.34,2.9,4.304,4.349,0.43,5.2046
2013-01-23,3.178,2.908,0.921,0.397,0.02,0.106,0.925,0.317,0.076,2.521,1.743,0.502,5.34,2.884,4.288,4.362,0.432,5.1862
2013-01-24,3.154,2.901,0.92,0.416,0.021,0.106,0.931,0.347,0.081,2.519,1.76,0.502,5.33,2.894,4.294,4.363,0.438,5.1678
2013-01-25,3.183,2.899,0.922,0.017,0.022,0.101,0.924,0.349,0.077,2.538,1.761,0.502,5.379,2.91,4.288,4.367,0.43,5.3176
2013-01-28,3.178,2.914,0.931,0.043,0.045,0.103,0.937,0.398,0.068,2.591,1.758,0.502,5.379,2.931,4.259,4.328,0.5,5.2964
2013-01-29,3.16,2.915,0.929,0.02,0.046,0.1,0.956,0.382,0.071,2.594,1.775,0.502,5.379,2.98,4.222,4.349,0.489,5.2877
2013-01-30,3.175,2.918,0.931,0.037,0.046,0.105,0.957,0.382,0.066,2.606,1.757,0.502,5.379,3.211,4.267,4.352,0.508,5.651
2013-01-31,3.174,2.913,0.933,0.033,0.047,0.108,0.952,0.344,0.076,2.645,1.77,0.504,5.377,3.222,4.239,4.35,0.506,5.3224
2013-02-01,3.177,2.919,0.932,0.035,0.047,0.103,0.952,0.352,0.071,2.656,1.737,0.503,5.261,3.249,4.247,4.338,0.496,5.3839
2013-02-04,3.193,2.919,0.938,0.501,0.05,0.109,0.952,0.357,0.063,2.685,1.786,0.504,5.279,3.192,4.216,4.351,0.479,5.3341
2013-02-05,3.204,2.93,0.932,0.026,0.04,0.109,0.96,0.361,0.071,2.668,1.733,0.504,5.328,3.191,4.228,4.32,0.487,5.6759
2013-02-06,3.264,2.933,0.935,0.018,0.04,0.102,0.985,0.353,0.071,2.661,1.756,0.503,5.27,3.178,4.19,4.319,0.483,5.362
2013-02-07,3.308,2.924,0.933,0.463,0.041,0.063,0.657,0.361,0.076,2.655,1.756,0.503,5.231,3.189,4.141,4.32,0.457,5.3015
2013-02-08,3.336,2.883,0.928,0.015,0.042,0.077,0.685,0.365,0.072,2.659,1.734,0.503,5.231,3.342,4.158,4.279,0.453,5.684
2013-02-11,3.402,2.883,0.937,0.011,0.044,0.078,0.692,0.41,0.073,2.668,1.784,0.503,5.23,2.782,4.195,4.333,0.45,5.4574
2013-02-12,3.373,2.883,0.94,0.038,0.044,0.08,0.699,0.365,0.086,2.692,1.787,0.503,5.23,3.235,4.221,4.314,0.451,5.3556
2013-02-13,3.347,2.883,0.939,0.024,0.046,0.088,1.009,0.406,0.091,2.75,1.794,0.503,5.229,3.336,4.205,4.308,0.453,5.2889
2013-02-14,3.343,2.883,0.941,0.013,0.047,0.081,1.039,0.36,0.107,2.795,1.795,0.503,5.161,3.346,4.19,4.305,0.43,5.3832
2013-02-15,3.303,2.883,0.939,0.484,0.048,0.093,0.594,0.393,0.102,2.809,1.781,0.503,5.171,3.281,4.145,4.254,0.429,5.2589
2013-02-18,3.269,2.943,0.98,0.469,0.049,0.093,0.982,0.398,0.103,2.836,1.813,0.503,5.179,3.438,4.118,4.304,0.426,5.2588
2013-02-19,3.28,2.931,0.948,0.471,0.04,0.094,0.978,0.397,0.108,2.844,1.8,0.503,5.088,3.28,4.118,4.298,0.429,5.2854
2013-02-20,3.302,2.926,0.946,0.017,0.04,0.092,0.975,0.362,0.122,2.796,1.788,0.503,5.078,3.406,4.108,4.351,0.431,5.2678
2013-02-21,3.303,2.927,0.953,0.428,0.041,0.087,0.964,0.375,0.132,2.76,1.796,0.503,5.029,3.307,4.078,4.25,0.408,5.2173
2013-02-22,3.318,2.932,0.948,0.394,0.021,0.086,0.964,0.379,0.127,2.768,1.794,0.503,5.068,3.35,4.02,4.235,0.402,5.4331
2013-02-25,3.368,2.915,0.953,0.39,0.043,0.085,0.949,0.406,0.122,2.699,1.814,0.503,5.077,3.464,4.075,4.255,0.386,5.5294
2013-02-26,3.307,2.898,0.955,0.302,0.023,0.076,0.949,0.402,0.117,2.661,1.679,0.503,4.989,3.351,4.097,4.209,0.376,5.214
2013-02-27,3.302,2.894,0.961,0.304,0.024,0.084,0.951,0.402,0.106,2.661,1.776,0.503,4.93,3.453,4.145,4.255,0.372,5.3051
2013-02-28,3.3,2.914,0.96,0.284,0.044,0.072,0.949,0.407,0.112,2.64,1.823,0.5,4.93,3.425,4.082,4.206,0.343,5.2091
2013-03-01,3.315,2.835,0.951,0.254,0.023,0.069,0.954,0.407,0.107,2.659,1.749,0.5,4.88,4.202,4.108,4.206,0.35,5.2416
2013-03-04,3.316,2.835,0.961,0.26,0.033,0.064,0.956,0.379,0.092,2.611,1.821,0.5,4.88,3.571,4.055,4.254,0.336,5.2934
2013-03-05,3.368,2.835,0.96,0.286,0.032,0.06,0.948,0.385,0.081,2.652,1.825,0.5,4.88,3.585,4.042,4.254,0.346,5.2938
2013-03-06,3.278,2.835,0.958,0.274,0.028,0.068,0.957,0.384,0.101,2.668,1.786,0.5,4.85,3.608,3.977,4.193,0.33,5.282
2013-03-07,3.233,2.835,0.961,0.323,0.029,0.066,0.96,0.43,0.101,2.687,1.817,0.5,4.85,3.639,3.965,4.254,0.358,5.3859
2013-03-08,3.229,2.835,0.956,0.332,0.03,0.062,0.959,0.385,0.092,2.698,1.844,0.5,4.84,3.87,3.937,4.254,0.36,5.4896
2013-03-11,3.195,2.837,0.962,0.313,0.039,0.062,0.961,0.394,0.097,2.711,1.773,0.49,4.83,3.808,3.866,4.254,0.358,5.4629
2013-03-12,3.152,2.837,0.964,0.288,0.035,0.062,0.964,0.39,0.091,2.684,1.779,0.49,4.82,3.937,3.893,4.254,0.352,5.4588
2013-03-13,3.087,3.038,0.964,0.283,0.036,0.055,0.955,0.387,0.091,2.595,1.746,0.49,4.8,3.714,3.869,4.254,0.355,5.5007
2013-03-14,3.058,2.973,0.966,0.277,0.037,0.053,0.974,0.423,0.096,2.595,1.803,0.49,4.78,3.587,3.847,4.254,0.358,5.2597
2013-03-15,3.015,2.969,0.957,0.258,0.033,0.056,0.985,0.393,0.087,2.589,1.873,0.49,4.78,3.635,3.945,4.254,0.356,5.6175
2013-03-18,3.007,2.942,0.962,0.216,0.03,0.052,0.972,0.422,0.082,2.53,1.747,0.49,4.73,3.565,4.003,4.254,0.356,5.7744
2013-03-19,3.015,2.902,0.968,0.19,0.028,0.056,0.97,0.389,0.061,2.529,1.668,0.49,4.73,3.642,4.014,4.254,0.42,5.5408
2013-03-20,3.003,2.953,0.964,0.232,0.028,0.058,0.969,0.394,0.071,2.568,1.67,0.49,4.73,3.835,3.991,4.122,0.411,5.2773
2013-03-21,2.975,2.935,0.966,0.216,0.029,0.058,0.974,0.395,0.071,2.543,1.676,0.49,4.73,3.683,3.941,3.982,0.408,5.3207
2013-03-22,2.936,2.945,0.968,0.221,0.03,0.054,0.984,0.404,0.071,2.544,1.701,0.48,4.73,3.743,3.941,3.982,0.417,5.2733
2013-03-25,2.931,2.948,0.975,0.187,0.018,0.049,0.94,0.402,0.068,2.563,1.688,0.47,4.72,3.909,3.879,4.137,0.403,5.4045
2013-03-26,2.939,2.95,0.974,0.001,0.019,0.041,0.942,0.402,0.076,2.535,1.705,0.47,4.71,3.767,3.732,3.995,0.396,5.3904
2013-03-27,2.942,2.94,0.972,0.142,0.02,0.043,0.942,0.398,0.086,2.468,1.707,0.47,4.71,3.786,3.832,3.962,0.41,5.3989
2013-03-28,2.969,2.94,0.971,0.156,0.021,0.053,0.919,0.409,0.076,2.551,1.545,0.47,4.71,3.737,3.782,4.254,0.409,5.3325
2013-03-29,2.972,2.94,0.981,0.156,0.021,0.053,0.919,0.413,0.076,2.551,1.276,,,4.011,3.782,4.254,0.408,5.3343
2013-04-01,2.972,2.95,0.981,0.156,0.022,0.049,0.919,0.412,0.073,2.461,1.276,,,3.888,3.817,4.254,0.408,5.2952
2013-04-02,2.971,2.96,0.98,0.174,0.025,0.05,0.972,0.218,0.076,2.466,1.749,0.47,4.7,2.65,3.771,4.254,0.382,5.3035
2013-04-03,2.967,2.954,0.978,0.169,0.028,0.05,0.974,0.394,0.061,2.466,1.754,0.47,4.6,2.649,3.797,4.254,0.38,5.4281
2013-04-04,2.92,2.937,0.977,0.14,0.025,0.051,1.004,0.383,0.071,2.456,1.711,0.47,4.56,2.648,3.893,4.111,0.358,5.401
2013-04-05,2.818,2.938,0.973,0.159,0.025,0.059,0.966,0.392,0.066,2.467,1.737,0.47,4.55,2.628,3.787,4.254,0.357,5.9255
2013-04-08,2.814,2.941,0.981,0.031,0.03,0.083,0.965,0.414,0.062,2.466,1.727,0.47,4.46,2.667,3.734,4.254,0.367,5.4416
2013-04-09,2.862,2.801,0.973,0.188,0.031,0.091,0.975,0.406,0.066,2.479,1.728,0.47,4.44,2.705,3.796,4.111,0.373,5.4298
2013-04-10,2.862,2.942,0.976,0.212,0.028,0.091,0.971,0.407,0.071,2.481,1.722,0.47,4.45,2.702,3.81,3.938,0.376,5.3948
2013-04-11,2.936,2.93,0.975,0.084,0.016,0.098,0.968,0.399,0.071,2.468,1.74,0.47,4.44,2.808,3.794,4.106,0.374,5.4294
2013-04-12,2.915,2.847,0.966,0.092,0.021,0.097,0.969,0.4,0.066,2.482,1.744,0.47,4.45,2.871,3.831,3.949,0.374,5.8436
2013-04-15,2.879,2.746,0.977,0.155,0.022,0.102,0.98,0.394,0.062,2.441,1.725,0.47,4.45,2.896,3.835,4.111,0.356,5.3429
2013-04-16,2.865,2.798,0.976,0.074,0.023,0.091,0.921,0.393,0.061,2.496,1.73,0.47,4.41,2.891,3.766,4.254,0.361,5.2813
2013-04-17,2.778,2.74,0.974,0.114,0.022,0.093,0.842,0.393,0.056,2.456,1.73,0.47,4.37,2.868,3.727,4.254,0.344,5.2519
2013-04-18,2.741,2.73,0.977,0.128,0.018,0.096,0.956,0.403,0.056,2.456,1.729,0.47,4.349,2.847,3.76,4.254,0.339,5.2832
2013-04-19,2.74,2.745,0.98,0.16,0.02,0.094,0.967,0.405,0.051,2.463,1.699,0.47,4.339,2.928,3.771,4.254,0.337,5.9087
2013-04-22,2.715,2.711,0.981,0.14,0.021,0.09,0.831,0.394,0.052,2.466,1.691,0.47,4.319,2.99,3.758,4.254,0.335,6.2741
2013-04-23,2.717,2.716,0.985,0.122,0.014,0.089,0.808,0.394,0.051,2.478,1.676,0.47,4.17,2.98,3.727,3.826,0.328,5.2566
2013-04-24,2.722,2.7,0.991,0.203,0.014,0.089,0.951,0.403,0.056,2.46,1.643,0.47,4.18,3.001,3.719,3.806,0.326,5.2868
2013-04-25,2.692,2.684,0.99,0.126,0.011,0.092,0.957,0.407,0.056,2.483,1.644,0.47,4.16,3.009,3.694,3.811,0.326,5.2347
2013-04-26,2.623,2.871,0.985,0.048,0.011,0.078,0.968,0.396,0.056,2.492,1.623,0.47,4.2,3.026,3.719,3.796,0.323,8.0279
2013-04-29,2.58,2.868,0.985,0.106,0.014,0.079,0.835,0.406,0.052,2.473,1.625,0.47,4.21,3.068,3.625,3.811,0.321,5.3405
2013-04-30,2.538,2.868,0.988,0.115,0.012,0.101,0.86,0.415,0.051,2.482,1.621,0.46,4.21,3.068,3.653,3.734,0.326,5.3962
2013-05-01,2.538,2.866,0.986,0.143,0.012,0.103,0.871,0.394,0.056,2.461,1.263,0.46,4.21,3.89,3.823,3.734,0.324,5.2964
2013-05-02,2.524,2.865,0.985,0.063,0.008,0.099,0.825,0.407,0.041,2.461,1.637,0.46,4.2,3.639,3.691,3.75,0.301,5.131
2013-05-03,2.524,2.773,0.984,0.102,0.012,0.094,0.836,0.413,0.051,2.459,1.585,0.46,4.22,3.711,3.679,3.755,0.306,5.1792
2013-05-06,2.591,2.772,0.993,0.097,0.02,0.094,0.828,0.408,0.037,2.465,1.576,0.46,4.09,3.82,3.628,3.75,0.304,5.1516
2013-05-07,2.606,2.755,0.992,0.128,0.017,0.104,0.857,0.406,0.035,2.468,1.563,0.46,4.16,3.848,4.258,3.836,0.315,5.168
2013-05-08,2.494,2.683,0.994,0.107,0.013,0.104,0.831,0.403,0.046,2.473,1.585,0.46,4.13,3.883,4.17,3.775,0.31,5.14
2013-05-09,2.457,2.684,0.993,0.126,0.018,0.1,0.831,0.403,0.041,2.467,1.35,0.46,4.08,3.86,4.115,3.704,0.302,5.1319
2013-05-10,2.514,2.599,0.992,0.19,0.014,0.095,0.852,0.401,0.046,2.483,1.659,0.46,4.1,3.929,3.767,3.704,0.32,5.2808
2013-05-13,2.525,2.538,1.024,0.492,0.015,0.108,0.841,0.398,0.042,2.484,1.595,0.46,4.08,2.588,3.713,3.734,0.318,5.1327
2013-05-14,2.492,2.59,0.995,0.516,0.024,0.107,0.792,0.398,0.041,2.498,1.611,0.46,4.08,3.98,3.763,3.724,0.326,5.1496
2013-05-15,2.514,2.526,0.994,0.566,0.02,0.105,0.953,0.401,0.041,2.484,1.573,0.46,4.08,4.021,3.75,3.724,0.312,5.0745
2013-05-16,2.514,2.477,1.009,0.07,0.021,0.104,0.998,0.393,0.031,2.453,1.503,0.46,4.08,2.569,3.76,3.739,0.297,5.1375
2013-05-17,2.522,2.471,0.992,0.063,0.017,0.099,0.816,0.406,0.036,2.457,1.402,0.46,4.11,4.477,3.742,3.734,0.289,5.0475
2013-05-20,2.562,2.515,1.038,0.138,0.018,0.092,0.809,0.406,0.042,2.494,1.393,0.46,4.11,2.579,3.715,3.734,0.299,5.0817
2013-05-21,2.577,2.564,1.014,0.121,0.019,0.091,0.89,0.406,0.046,2.5,1.565,0.46,4.11,4.227,3.742,3.704,0.304,5.0817
2013-05-22,2.526,2.637,1.013,0.128,0.019,0.105,0.924,0.406,0.041,2.524,1.564,0.46,4.08,4.266,3.737,3.715,0.304,
2013-05-23,2.619,2.586,1.012,0.2,0.02,0.1,0.96,0.397,0.046,2.536,1.59,0.46,4.08,4.309,3.755,3.714,0.307,5.0439
